704997,0
620781,0
139555,1
449451,0
349591,1
795650,0
140383,1
43539,0
272275,4
926523,1
378673,1
634104,0
732811,0
565668,1
585850,0
405753,1
235641,1
505913,1
891392,0
872299,1
528124,0
456155,1
726301,0
625278,3
419090,1
411864,1
779993,0
662325,1
706341,0
845642,2
350115,0
143057,0
862401,0
513364,0
445492,1
640079,0
47933,0
850428,1
540924,1
290552,0
841869,3
937677,1
155583,1
349588,0
977275,0
946885,0
385733,0
225222,0
511745,1
985052,0
484350,1
69477,1
849943,1
441672,1
267709,0
836734,1
998597,0
176913,0
860579,0
893108,1
552920,1
22673,0
372650,0
345950,0
54982,0
307534,0
313059,1
156565,0
121619,0
345866,0
355728,0
603031,1
175661,4
740939,1
527476,0
264495,2
669164,1
588056,1
900750,1
317240,1
969447,1
348979,0
962285,2
846888,0
16194,0
787487,0
533745,0
459359,1
641672,0
674899,0
185751,0
19586,1
187544,2
830484,0
270101,0
277754,0
49288,0
434625,0
686282,0
787749,1
984179,0
283759,1
360112,2
421706,0
499102,0
883160,0
164303,0
276748,0
699321,0
330300,0
265924,1
620687,0
866821,2
719287,2
825940,0
940000,1
129549,0
589399,0
668461,0
768138,0
569447,0
680695,0
755247,3
343808,1
687544,0
39148,1
24008,1
67666,1
995460,0
761470,1
798167,0
72266,1
853759,0
775586,0
54575,1
916428,0
15640,1
794886,0
200448,0
73877,1
730987,1
461625,1
842687,0
421165,1
570342,1
906146,1
288215,0
711834,0
430505,1
889666,0
411323,1
135421,1
745816,1
481771,0
374485,1
932370,1
234219,0
503089,1
567921,1
648273,2
425158,0
253271,0
938079,0
765265,1
510661,0
305671,2
114760,1
709315,1
313470,1
139372,1
122328,0
314034,1
890693,0
187416,0
861808,3
752507,0
638478,0
707978,0
102381,0
203880,4
476571,1
103021,0
383705,1
687136,0
169010,3
511268,1
724643,0
539475,1
446426,0
546844,0
744232,1
237872,0
633038,1
549949,1
193518,1
897379,2
553571,1
223726,0
893985,0
844339,1
478449,0
292158,0
457551,0
652202,3
456282,0
737007,1
396594,0
705198,0
87553,0
304806,1
414796,1
111345,1
469079,1
12637,0
889127,1
194057,1
56590,0
672025,0
180916,2
813588,0
81663,1
148100,0
741170,0
529637,1
343873,1
377071,1
805169,0
215196,1
336111,0
908937,0
817974,0
894024,0
154782,0
977809,1
499894,0
758940,0
830604,1
442396,1
769979,0
105135,3
657805,0
571394,1
746361,0
964728,1
109621,1
280842,1
478988,1
408273,0
517466,0
689839,0
986259,1
870340,3
2865,0
633176,1
476816,0
240078,0
243425,2
70210,1
658046,1
560480,0
672281,1
303187,0
253811,1
530593,1
361147,0
655491,1
790715,0
905817,0
475867,0
70413,1
627237,1
627024,0
890603,1
659990,0
439067,1
240993,0
62926,0
550687,1
407544,0
217220,1
386191,0
784945,0
567491,1
572825,0
443466,0
621570,0
973829,0
22456,0
331857,1
152695,0
72240,2
366799,0
8113,1
969315,1
985379,1
163858,1
503714,0
646703,1
383676,0
487859,1
41166,5
486671,1
572116,2
259221,0
334011,1
635281,1
983174,1
557508,1
613228,0
46494,1
253679,0
706004,1
90304,1
661668,0
762502,1
129403,1
161107,0
164106,0
720648,0
698779,1
336464,0
842155,0
519751,0
611371,0
276997,1
42602,0
165843,1
781804,1
255560,1
531341,0
778137,0
52172,2
813615,4
430442,1
925654,1
962641,1
942788,1
227277,1
787029,0
390642,2
52209,0
803238,0
394323,1
886874,1
656542,1
287218,1
466271,1
444022,1
400417,1
332849,0
356292,1
461082,1
195243,1
528961,0
483436,1
3662,0
864782,1
429986,1
321016,1
727506,1
683369,0
796144,0
798490,2
147190,1
163453,1
161045,0
144824,0
866612,0
474155,1
983500,0
183057,0
507440,1
130057,1
891747,1
918825,1
404607,2
177584,1
753859,1
942209,1
841560,1
532571,0
663757,0
75640,2
973552,1
998223,0
431349,0
970850,0
474660,0
106463,0
862391,0
441620,0
580838,0
509670,1
105956,0
838830,2
917571,0
892552,0
99496,0
322470,0
137956,1
234392,1
618590,2
732045,1
771476,0
846236,1
443391,1
585827,0
689880,1
40416,1
428097,1
551715,0
120586,0
477067,0
948377,1
347072,1
966526,0
243140,0
788295,0
492745,1
44263,0
328124,1
305793,0
960515,0
142686,0
976764,0
816872,0
243331,0
121498,1
589245,1
653036,0
247124,0
109973,0
242803,1
184171,1
1920,1
918986,0
451163,2
40159,0
159729,1
354349,0
903596,1
72420,0
469318,0
242391,1
587676,0
197987,0
459699,1
904556,0
84556,0
52099,1
404216,0
978713,1
839678,0
960943,1
695053,1
825818,1
302952,0
300400,1
903607,1
379817,0
88755,0
370440,1
657461,1
179466,2
25210,1
792208,0
617375,2
890147,0
541825,0
447663,1
846652,1
415847,2
526723,1
263381,0
535549,0
595607,0
65376,0
424698,1
389809,1
755782,0
958546,0
275766,2
733069,0
264384,1
940199,1
687767,1
23233,1
667408,0
684061,1
899792,0
619388,2
589500,0
550132,0
109785,0
398446,0
979777,0
421416,0
903778,0
35176,0
410084,0
992157,0
481788,2
419106,0
984338,1
494083,1
680398,0
980188,1
126109,1
364800,1
515590,1
715926,0
163605,1
679147,1
101897,0
613725,1
42257,1
930037,1
317600,0
415739,1
906203,1
226258,0
759832,1
554280,0
843288,1
443779,1
980146,1
410296,0
208679,1
99174,1
967518,0
4919,0
640386,1
618182,1
938572,2
783533,0
623442,1
486413,1
457561,1
559756,0
237891,0
184502,0
237278,0
218625,0
885583,1
429611,0
165978,3
396530,1
42818,0
290905,0
55277,0
165250,1
952609,1
90682,0
348828,1
919529,0
319851,1
324516,1
628118,0
610615,1
747686,1
100199,1
905222,1
217681,0
894847,0
719878,0
364580,0
844798,1
111771,0
768676,1
616913,0
795310,0
769911,0
467392,0
633972,1
354775,0
844399,1
276971,1
697411,0
919114,0
426449,3
748617,1
140999,0
286046,0
74547,0
343885,1
641909,1
677042,0
909211,1
423719,1
129227,1
928386,3
446847,0
83009,1
698733,0
548161,0
890290,0
877149,2
696885,0
59270,0
625812,0
896083,1
372958,1
618717,0
83979,2
572178,1
544483,3
15028,0
830930,1
201399,1
230578,1
446831,1
73655,0
16072,2
962398,0
678736,1
816301,0
294688,0
463755,1
39743,1
201207,0
511035,0
750157,0
76899,1
997725,0
382894,1
723611,0
81961,0
89957,1
892100,1
932424,0
279613,0
370215,1
205943,0
264229,1
178835,1
680411,1
701702,1
660869,1
8266,0
383985,1
699320,1
468094,0
266718,1
323412,1
368950,0
564959,0
516243,0
534347,0
527652,0
770296,0
315359,0
375975,1
234822,1
816259,1
633900,0
573243,0
374163,1
387887,1
604404,3
505997,1
495627,1
213189,2
955007,0
642599,1
248877,1
540689,1
513647,1
288914,0
419498,1
961118,0
875086,0
230952,0
272434,3
529907,0
770681,0
841456,0
610932,1
177237,0
10924,1
76053,2
42119,1
293359,0
2024,0
116233,0
839419,1
694510,0
933330,0
147324,0
560729,1
100340,0
177841,1
130278,1
328155,1
538459,0
539886,0
541277,1
651274,0
423168,0
506537,3
902012,0
817646,1
162646,1
432787,0
784227,1
154940,0
180769,0
397364,1
156511,0
739959,1
675697,1
597072,0
353182,0
565989,0
447097,1
854691,0
22066,0
986453,0
743415,1
59349,0
431094,0
36105,0
368784,1
186599,0
893659,0
927096,1
546065,1
705354,1
677995,1
726214,1
97579,1
836563,2
627920,0
547252,3
794473,1
995418,0
787510,0
793771,0
144012,0
418723,1
127297,2
751992,1
415170,1
437638,0
885685,0
54834,0
649113,1
452214,0
698974,0
872638,0
610590,0
709461,1
772480,0
110844,0
900821,0
173634,1
423860,0
21836,1
647113,0
798464,1
67517,0
41003,2
962922,1
892131,1
701818,0
454506,1
47899,0
178764,0
24333,1
637991,1
108214,1
772674,0
457836,0
622933,1
276011,0
902515,1
4394,0
57641,3
897772,0
68622,1
57644,1
881761,0
922088,0
673471,1
626330,0
476985,1
406295,0
788253,0
247353,0
708304,1
979398,1
839232,0
554697,1
105772,1
397866,1
593204,0
635520,0
858554,0
945830,0
384852,0
326632,0
952278,1
686825,1
341467,0
164131,0
421096,1
647658,1
936714,0
586203,0
894370,0
195895,0
142383,0
904238,1
442853,0
361537,0
503846,0
925167,1
575952,2
672445,0
994567,0
760485,0
643203,2
25974,1
201140,1
342063,0
692312,0
740086,1
494225,1
580583,1
380282,0
462803,1
495986,1
144154,0
73508,0
349653,1
434637,0
622626,0
115173,0
736142,0
318976,0
75733,1
386699,0
60621,0
986155,1
283549,1
680384,1
317412,2
197438,1
339757,0
678299,1
999826,0
807213,0
134292,2
687175,0
181899,0
341873,0
241246,1
911591,0
838687,0
989500,1
257842,1
818849,1
779556,1
517538,0
727358,1
785826,1
213566,1
491437,1
776238,2
909602,0
41957,0
