429638,0
112302,2
94463,1
719474,0
259176,1
410995,0
101679,0
181032,3
415449,0
481049,1
22546,0
174738,1
824262,0
440181,0
883415,0
739740,0
701056,2
212639,1
578583,1
183292,0
669724,1
418735,1
108280,1
928343,0
739102,2
744445,1
474751,1
511443,0
689409,1
253457,0
658761,1
575486,2
745141,0
300506,0
584261,0
207681,2
998202,1
695444,1
835961,1
405477,0
704755,0
875677,1
680541,0
713721,0
705121,1
286892,1
387440,0
122360,1
884540,1
168533,1
188141,1
312314,1
470451,1
941461,0
276181,1
967779,0
994468,0
244556,0
894282,1
68705,1
816773,1
341142,1
849560,1
916335,1
658493,0
855291,0
679875,0
219237,0
227760,1
529254,0
253108,0
516715,1
411065,0
38638,0
380452,0
916309,1
429426,1
864665,0
837579,0
420497,0
64996,0
33644,0
197819,1
277898,1
253194,1
438201,1
59527,1
458445,1
73681,0
31182,0
855767,0
711817,1
340626,0
274597,1
342823,0
349191,2
930842,1
705546,1
373994,1
983780,0
377657,1
989576,0
556627,1
738016,0
15777,1
835475,0
664190,0
497471,1
352884,0
833084,2
667396,1
531515,0
597161,0
307953,1
605809,1
121780,1
100011,1
414032,1
699944,1
8127,1
686769,0
240106,1
314504,0
578257,0
151504,0
997365,0
179984,0
570081,0
405587,1
68032,0
926478,1
153352,1
37505,0
192962,0
586437,1
323654,0
927442,0
699176,0
378785,0
707303,1
289731,0
205310,1
736721,0
825907,1
206370,1
853920,0
765049,1
97893,1
991090,0
666223,1
887008,1
365097,0
429855,1
225985,0
542179,0
695632,0
383354,0
212290,1
762797,0
595553,0
727477,1
660911,0
548908,1
971791,0
759498,1
157476,0
9557,1
348918,2
921220,0
972235,0
670242,1
290129,0
256723,1
941202,0
699526,0
151938,1
292122,0
688622,2
991687,0
446431,1
293565,0
601824,0
753844,1
580093,1
358785,0
39815,0
103229,0
35434,0
94151,1
258107,0
365620,0
248964,0
118008,0
674351,1
437553,0
128843,1
59623,0
45153,1
33915,0
153530,0
670887,1
746769,2
79702,0
382871,0
620542,0
338434,0
923945,1
469560,1
685173,1
632427,0
943860,1
224779,1
525276,1
911002,0
259209,0
53130,1
972203,0
860898,0
558587,1
344474,0
232949,2
718574,0
419996,2
325251,1
248930,0
104105,0
103393,0
467606,1
167530,1
72717,0
606920,0
818016,0
735214,0
939053,2
796496,1
329217,0
518923,0
707215,1
282740,0
653223,0
182695,1
986543,0
349613,0
927052,1
38216,0
419634,0
434722,1
624080,0
960585,0
384433,0
619693,0
605277,1
338749,0
710838,0
900123,1
379195,0
880408,0
823665,0
202805,1
